result,dif_goal,dif_possession,dif_shot_on_goal,dif_shot,dif_corner
0,-0.19999999999999996,-0.043000000000000094,-0.20000000000000018,0.0,2.0000000000000004
0,1.5,0.017000000000000015,1.3000000000000003,2.0,0.7000000000000002
1,0.0,0.15599999999999997,0.2999999999999998,4.1,1.5
0,1.5,0.1190000000000001,1.6999999999999997,4.699999999999999,2.8
1,-1.0,-0.128,-1.8000000000000007,-2.5999999999999996,-1.0
1,0.30000000000000004,0.03200000000000003,1.7999999999999998,0.0,-0.20000000000000018
3,2.2333333333333334,0.11266666666666664,4.4,9.8,1.0666666666666673
0,-0.5,0.07700000000000007,0.7999999999999998,0.8999999999999986,1.2999999999999998
0,1.1,0.039999999999999925,1.8000000000000003,4.1,2.2
0,-0.20000000000000007,-0.10099999999999992,-1.8000000000000003,-3.5,-0.7999999999999998
0,0.7000000000000002,0.10300000000000015,1.0,3.6000000000000014,3.1000000000000005
1,-0.20000000000000018,-0.09799999999999998,-1.0999999999999996,0.5999999999999996,1.7000000000000002
0,0.0,-0.08499999999999996,-0.3000000000000007,2.3000000000000007,2.8999999999999995
3,1.3,0.07600000000000012,3.0000000000000004,6.5,1.3999999999999995
1,1.0,0.021999999999999964,1.7999999999999998,5.0,2.3000000000000003
3,-0.33333333333333337,-0.042666666666666686,0.43333333333333357,5.666666666666666,2.033333333333333
3,-0.9000000000000001,-0.12,-1.8999999999999995,-4.900000000000002,0.0
3,0.40000000000000013,0.26899999999999996,1.7000000000000002,6.900000000000002,1.7999999999999998
1,0.5,0.1389999999999999,2.3000000000000003,9.900000000000002,3.8999999999999995
3,2.1,0.16199999999999992,5.2,7.899999999999999,3.2
3,-1.3,-0.04800000000000004,-1.6999999999999993,2.0999999999999996,2.6000000000000005
3,1.6,0.18199999999999994,4.199999999999999,7.5,6.199999999999999
3,-0.9999999999999998,-0.18399999999999989,-1.6,-3.5,0.7999999999999998
1,-0.20000000000000007,-0.17200000000000004,-1.1,-1.4000000000000004,-1.5999999999999996
3,0.7999999999999999,0.08400000000000002,1.7000000000000002,5.300000000000001,3.3999999999999995
0,0.5333333333333333,0.15399999999999991,1.3333333333333335,8.899999999999999,4.0
0,0.09999999999999987,0.06800000000000006,3.1999999999999997,6.0,4.199999999999999
1,0.5666666666666667,-0.03399999999999992,0.5333333333333332,2.533333333333333,1.6
0,-0.19999999999999996,-0.10100000000000009,-1.9,-4.699999999999999,-0.5
3,0.6000000000000001,0.11500000000000005,0.8999999999999999,1.5999999999999996,0.5
3,1.2,0.1509999999999999,4.1,9.0,5.0
0,-0.2999999999999998,0.007000000000000006,-0.39999999999999947,-2.3999999999999986,0.0
1,-0.6000000000000001,-0.07100000000000006,-1.3000000000000003,-3.0999999999999996,0.40000000000000036
1,-0.10000000000000009,0.18100000000000005,0.8000000000000003,1.1999999999999993,-0.9999999999999996
3,2.0,0.20799999999999996,5.6000000000000005,11.400000000000002,4.1000000000000005
3,0.8714285714285714,0.01557142857142857,2.1714285714285713,9.285714285714286,1.0428571428571436
3,1.1,0.17099999999999987,3.2,9.799999999999999,4.1
3,0.5,-0.0030000000000000027,1.5999999999999996,3.8000000000000007,2.6000000000000005
3,0.9999999999999999,0.06399999999999995,3.9999999999999996,8.8,4.2
3,0.6000000000000001,0.015999999999999903,-0.09999999999999964,1.4000000000000004,2.3999999999999995
0,-0.19999999999999996,0.05800000000000005,0.0,1.5,1.2000000000000002
0,-1.4,-0.14999999999999997,-3.1,-7.199999999999999,-0.2999999999999998
3,1.5,0.10899999999999999,3.1,2.0,0.20000000000000018
3,0.19999999999999996,0.1010000000000002,1.5000000000000004,5.699999999999999,3.0
3,0.7999999999999998,0.14,1.6,4.6,2.3999999999999995
3,0.9000000000000001,0.039000000000000035,3.0,5.199999999999999,2.3
3,-0.6000000000000001,-0.03899999999999981,-0.9000000000000004,0.5999999999999996,1.5
0,0.40000000000000013,0.015999999999999903,1.8000000000000003,4.200000000000001,1.0
3,0.9000000000000001,0.06499999999999995,1.5999999999999996,6.799999999999999,3.6999999999999993
1,0.9999999999999999,0.15999999999999998,2.0999999999999996,6.9,3.5000000000000004
1,0.19999999999999996,0.26100000000000007,-0.19999999999999973,2.1999999999999993,0.7000000000000002
3,-0.30000000000000004,-0.04000000000000015,-0.5,3.6999999999999993,0.9000000000000004
3,0.5,-0.025749999999999995,0.5750000000000002,1.2249999999999996,-0.875
1,-0.09999999999999998,0.118,1.2000000000000002,7.0,2.6999999999999993
0,0.7999999999999999,-0.006999999999999951,1.4,2.799999999999999,1.9999999999999996
0,-0.4285714285714286,-0.13499999999999995,-0.6142857142857148,-0.14285714285714235,1.7142857142857144
1,0.5,0.020000000000000018,0.5,1.3000000000000007,0.8000000000000007
3,0.9285714285714286,0.05185714285714288,1.9857142857142858,6.942857142857143,1.9857142857142858
1,-0.050000000000000044,-0.03700000000000003,0.4500000000000002,3.25,0.20000000000000018
3,0.19999999999999996,0.0040000000000000036,2.2,4.6,3.7
1,0.3142857142857143,0.00271428571428578,0.8285714285714283,3.4571428571428573,0.2857142857142856
0,0.0,-0.08799999999999997,-0.6000000000000001,-1.299999999999999,1.5
3,0.9,0.0789999999999999,1.0,4.800000000000001,2.9
1,-0.5,-0.03300000000000003,-1.5000000000000004,-2.1999999999999993,-1.0
1,0.09999999999999987,-0.05499999999999999,0.5,1.0,2.0
3,1.3,0.183,5.3,12.200000000000001,4.7
1,-0.5,0.02100000000000002,0.6000000000000005,3.8000000000000007,1.0
3,-0.022222222222222254,-0.14377777777777784,-0.7888888888888888,0.6111111111111107,-1.4222222222222225
0,-0.7,-0.002000000000000113,-1.4000000000000004,2.0,0.7000000000000002
3,1.1555555555555557,0.007222222222222241,1.7222222222222223,4.6,2.522222222222222
3,1.1,0.1439999999999999,4.300000000000001,9.900000000000002,6.0
3,0.7749999999999999,0.17824999999999996,0.7999999999999998,3.75,2.7
0,-1.025,-0.14024999999999993,-1.9249999999999998,-4.699999999999999,1.2999999999999998
3,0.9000000000000001,-0.018999999999999906,0.5999999999999996,3.0999999999999996,1.5999999999999996
3,1.7,0.15200000000000002,2.5999999999999996,3.3000000000000007,1.1000000000000005
1,-0.6000000000000001,-0.15200000000000002,-0.7999999999999998,-1.299999999999999,-1.1000000000000005
3,1.5,0.19899999999999995,4.9,8.400000000000002,6.0
0,0.19999999999999996,0.0010000000000000009,-0.20000000000000018,-1.6999999999999993,-2.3
0,0.4999999999999999,0.013999999999999957,1.0999999999999996,5.600000000000001,3.1999999999999997
3,1.3,0.030999999999999917,2.1,7.1,0.9000000000000004
0,-0.5,-0.005999999999999839,0.3999999999999999,1.6999999999999993,1.2999999999999998
0,0.8,0.14200000000000002,1.3999999999999995,3.700000000000001,1.5
3,1.1,0.07300000000000006,1.4000000000000004,2.1000000000000014,0.3999999999999999
0,0.0,0.009000000000000008,0.19999999999999973,2.1999999999999993,2.3
3,1.0999999999999999,0.32100000000000006,2.3,8.4,3.6999999999999993
0,-1.0999999999999999,-0.05700000000000005,-1.8000000000000003,-2.9000000000000004,1.4000000000000004
3,1.3000000000000003,0.138,2.1999999999999997,4.5,0.8999999999999995
0,-0.9000000000000001,-0.122,-1.9000000000000004,-1.3000000000000007,0.0
3,0.40000000000000013,0.051000000000000045,0.5999999999999996,0.9000000000000004,1.7000000000000002
0,0.033333333333333215,-0.08244444444444449,-0.48888888888888893,0.8000000000000007,0.655555555555555
0,0.19999999999999996,-0.1389999999999999,-0.20000000000000018,-0.3000000000000007,1.4000000000000004
3,0.7000000000000002,0.15399999999999997,2.9000000000000004,5.9,1.2000000000000002
3,0.30000000000000004,-0.05400000000000005,0.2999999999999998,4.399999999999999,3.4000000000000004
0,0.30000000000000004,0.02699999999999997,0.3999999999999999,3.1999999999999993,0.1999999999999993
3,0.10000000000000009,0.10400000000000004,2.7,8.600000000000001,3.9000000000000004
1,0.30000000000000004,-0.08200000000000002,-0.3999999999999999,-0.7000000000000011,0.10000000000000009
1,0.30000000000000027,-0.019000000000000017,0.0,0.5999999999999996,0.5
3,1.0,0.09900000000000003,0.7999999999999998,7.100000000000001,2.0
1,-0.09999999999999987,0.03400000000000003,-0.2999999999999998,1.8999999999999986,1.2000000000000002
1,1.4222222222222225,0.22444444444444445,3.0,8.100000000000001,5.011111111111111
0,-0.10000000000000009,-0.07800000000000001,-0.10000000000000053,-1.1999999999999993,1.0
1,0.7,0.14099999999999996,1.6999999999999997,7.9,1.5999999999999996
1,0.6000000000000001,0.08500000000000002,1.4999999999999996,4.5,3.2
3,-0.10000000000000009,-0.08000000000000002,-1.2000000000000002,0.5,-0.09999999999999964
1,-0.20000000000000007,0.10399999999999998,-0.7000000000000002,1.0,-1.2000000000000002
0,1.0,0.08099999999999996,0.7999999999999998,2.1000000000000014,0.20000000000000018
3,1.2000000000000002,0.16099999999999992,3.9999999999999996,10.1,6.0
3,1.0,-0.038000000000000034,0.7000000000000002,0.9000000000000004,-0.5
3,-0.7,0.02100000000000002,-1.3000000000000003,-2.1999999999999993,1.0
1,1.0,0.014000000000000068,0.7999999999999998,1.4000000000000004,1.7999999999999998
1,0.6000000000000001,0.12,2.9999999999999996,9.2,2.7
1,0.8,-0.010999999999999954,2.0999999999999996,6.5,2.8000000000000003
3,1.3,0.126,2.5,8.5,4.8999999999999995
1,-0.10000000000000009,0.08700000000000002,-0.39999999999999947,-1.5,-2.4000000000000004
3,1.5,0.13900000000000007,3.8999999999999995,8.2,3.0999999999999996
1,-0.10000000000000009,-0.03200000000000003,-0.5,5.399999999999999,1.5999999999999996
3,-0.19999999999999996,-0.10999999999999999,-0.5999999999999996,0.40000000000000036,0.5
0,-0.4999999999999999,-0.1060000000000001,-1.6999999999999997,-3.200000000000001,1.6000000000000005
3,0.29999999999999993,0.10500000000000004,1.3000000000000003,5.200000000000001,3.8
1,-0.5999999999999999,-0.020000000000000018,-0.8000000000000007,-3.3000000000000007,-0.09999999999999964
3,1.0,-0.0470000000000001,1.0,3.5,3.2
3,0.30000000000000004,0.0010000000000000009,0.5999999999999996,2.0999999999999996,0.5999999999999996
0,0.5,-0.018000000000000016,1.2000000000000002,4.4,3.0999999999999996
3,0.7,0.07800000000000007,0.5,3.3000000000000007,1.6000000000000005
1,0.9,0.15899999999999992,1.7999999999999998,4.6,2.0
0,-0.6000000000000001,-0.027000000000000024,-2.1,-3.299999999999999,-1.0999999999999996
0,0.09999999999999998,0.10100000000000003,0.5,3.8000000000000007,-0.2999999999999998
0,0.3999999999999999,0.10199999999999998,1.7999999999999998,5.399999999999999,3.8999999999999995
3,1.0,0.07099999999999995,2.0000000000000004,4.700000000000001,3.9000000000000004
0,0.30000000000000004,-0.11399999999999999,0.5999999999999996,6.5,0.5
0,-0.8,-0.09600000000000009,-1.6,-2.3000000000000007,0.0
0,0.20000000000000007,-0.028000000000000025,0.7999999999999998,3.8000000000000007,3.0999999999999996
1,0.09999999999999964,-0.026000000000000023,1.2000000000000002,-1.1999999999999993,0.7000000000000002
0,-0.40000000000000013,-0.025000000000000022,-1.0,0.5,0.2999999999999998
3,1.3,0.18400000000000005,1.8000000000000003,4.1,1.3999999999999995
3,0.30000000000000004,0.07100000000000001,1.0,3.6999999999999993,0.7999999999999998
0,0.10000000000000009,-0.10899999999999987,-0.10000000000000053,2.0999999999999996,1.9000000000000004
0,-0.29999999999999993,0.02899999999999997,0.6000000000000001,2.3000000000000007,0.09999999999999964
0,-0.6000000000000001,-0.08799999999999997,-1.9,-0.5000000000000018,0.40000000000000036
1,-0.10000000000000009,-0.0019999999999999463,0.7999999999999998,3.9000000000000004,3.0000000000000004
3,-0.09999999999999998,0.025000000000000022,-0.6000000000000001,-0.40000000000000036,1.7000000000000002
3,1.1,0.04300000000000004,2.0,3.4000000000000004,2.5999999999999996
3,1.0,0.20999999999999996,1.4,2.6999999999999993,1.2000000000000002
3,0.9,0.05999999999999994,0.5,4.899999999999999,3.1000000000000005
3,0.19999999999999996,0.12299999999999994,2.2,5.800000000000001,0.40000000000000036
1,0.3999999999999999,0.020999999999999908,0.0,3.0,1.1
3,0.09999999999999987,0.026999999999999913,1.3999999999999995,5.1,0.5
3,0.30000000000000004,0.00500000000000006,0.8000000000000003,1.8000000000000007,2.0000000000000004
1,0.0,0.027000000000000024,0.0,0.5,1.2999999999999998
1,0.7,0.129,1.3000000000000003,3.6999999999999993,1.0
1,0.7,0.008000000000000007,1.6999999999999997,5.1,2.8
1,0.5,0.07700000000000007,0.3999999999999999,3.5,0.6000000000000005
3,1.5999999999999999,0.17299999999999993,4.5,9.600000000000001,5.8
1,0.20000000000000018,-0.08899999999999991,-0.40000000000000036,1.200000000000001,0.5
0,1.1,0.05700000000000005,2.3999999999999995,4.0,2.9
0,0.5,-0.07000000000000006,1.4,6.099999999999998,1.2000000000000002
0,-1.2999999999999998,-0.1100000000000001,-3.1999999999999997,-5.399999999999999,-1.5
3,2.1999999999999997,0.06399999999999983,4.199999999999999,8.299999999999999,6.0
0,0.09999999999999998,-0.013999999999999957,-0.10000000000000009,-2.3000000000000007,1.0999999999999996
3,0.7,-0.06099999999999994,0.30000000000000027,1.1999999999999993,0.3999999999999999
1,1.0,0.23799999999999993,3.6999999999999997,10.5,7.9
0,0.30000000000000004,0.11399999999999999,1.4000000000000004,4.4,1.2999999999999998
1,-0.09999999999999998,0.03099999999999986,0.0,1.5999999999999996,2.5000000000000004
0,-0.3999999999999999,-0.031000000000000028,-0.7999999999999998,0.9000000000000004,1.3999999999999995
1,0.6000000000000001,0.16299999999999998,2.0999999999999996,3.5,2.2
0,-0.20000000000000007,0.00599999999999995,-0.6000000000000001,1.0999999999999996,0.6000000000000005
3,-0.19999999999999996,-0.05699999999999994,-0.7999999999999998,0.20000000000000107,-1.7000000000000002
3,1.1,0.17699999999999994,3.8,10.0,6.300000000000001
3,1.7,0.03499999999999992,3.5,8.2,4.500000000000001
3,0.20000000000000007,0.06599999999999995,0.5999999999999996,2.5999999999999996,1.7000000000000002
3,0.09999999999999998,0.02700000000000008,0.5,0.20000000000000107,-0.2999999999999998
3,1.3,0.20199999999999985,2.2,6.0,1.5
0,0.30000000000000004,-0.02900000000000008,0.7000000000000002,1.0999999999999996,1.3999999999999995
3,1.1,0.10400000000000015,1.2999999999999998,8.100000000000001,3.6
1,-0.09999999999999998,0.02100000000000013,0.6999999999999997,4.1,0.6000000000000001
3,0.19999999999999996,0.18299999999999988,1.7000000000000002,5.0,1.2999999999999998
3,1.2,-0.07200000000000001,1.0999999999999996,2.0,3.7
3,0.0,-0.03900000000000009,0.5,2.0,1.5
0,0.5,0.15000000000000013,1.4,4.4,1.2000000000000002
3,-0.40000000000000013,-0.018000000000000016,1.2000000000000002,3.1999999999999993,1.4000000000000004
0,-0.30000000000000004,0.008000000000000007,0.20000000000000018,1.9000000000000004,2.8
1,0.5,0.18000000000000005,1.8999999999999995,6.0,0.5999999999999996
1,0.19999999999999996,0.15899999999999992,0.8999999999999999,3.6999999999999993,0.7999999999999998
0,-0.10000000000000009,-0.03199999999999992,-0.40000000000000036,3.3999999999999986,-0.9000000000000004
0,0.0,-0.1269999999999999,-0.5999999999999996,-0.29999999999999893,0.8999999999999995
3,0.8999999999999999,0.15100000000000002,2.9,7.0,0.5
3,1.2999999999999998,0.247,4.4,9.399999999999999,5.1
0,-0.5,-0.027000000000000135,-1.0,-1.0,1.0999999999999996
3,0.9999999999999999,0.10200000000000009,3.1999999999999997,6.9,1.9999999999999996
3,1.1,-0.01200000000000001,-0.30000000000000027,5.0,1.4000000000000004
3,0.6999999999999997,0.06699999999999995,0.7000000000000002,1.799999999999999,-0.10000000000000053
3,-0.8999999999999999,-0.119,-1.0,-2.200000000000001,0.20000000000000018
1,0.7,0.07200000000000006,2.8000000000000003,4.6,3.8
3,1.7000000000000002,0.19099999999999995,4.0,8.3,3.8999999999999995
0,0.0,-0.017000000000000015,-0.2999999999999998,0.6999999999999993,0.9000000000000004
3,0.29999999999999993,0.09999999999999998,1.0999999999999996,4.800000000000001,1.2000000000000002
3,-0.09999999999999998,-0.02400000000000002,0.5,3.0999999999999996,1.2000000000000002
0,-0.3999999999999999,-0.11099999999999999,-0.10000000000000053,3.1999999999999993,-1.0
1,0.0,0.05899999999999994,1.7999999999999998,5.700000000000001,4.6
0,0.0,-0.07599999999999996,-0.8000000000000003,-0.20000000000000107,1.7000000000000002
3,0.4,-0.0010000000000000009,0.3999999999999999,1.5,2.6000000000000005
0,0.5999999999999999,-0.04699999999999993,1.5,6.1,-0.3000000000000007
3,0.9000000000000001,0.19299999999999995,2.6999999999999997,6.700000000000001,1.1999999999999993
0,0.6,-0.052000000000000046,1.2999999999999998,7.0,-0.6000000000000005
0,0.5,0.137,0.10000000000000009,4.4,0.5999999999999996
0,-0.19999999999999996,0.010000000000000064,0.0,0.3000000000000007,0.5
0,-1.0,-0.08700000000000008,-0.7000000000000002,-2.0999999999999996,-1.5
3,0.7999999999999999,0.06499999999999989,1.5,5.9,2.3000000000000007
3,0.0,0.13300000000000012,0.7000000000000002,3.700000000000001,1.2999999999999998
3,1.6,0.23700000000000004,5.300000000000001,13.299999999999999,7.0
0,-0.30000000000000004,-0.0050000000000000044,-0.6000000000000005,0.09999999999999964,2.2
0,-0.29999999999999993,-0.01599999999999996,0.20000000000000018,0.5,0.40000000000000036
3,0.6,0.11200000000000004,1.6999999999999997,5.1,1.1999999999999997
3,1.8,0.12,1.7000000000000002,3.3000000000000007,1.4000000000000004
3,-0.30000000000000004,0.09299999999999997,0.39999999999999947,4.100000000000001,1.8000000000000007
1,-0.5,0.06600000000000006,0.0,-0.09999999999999964,1.0999999999999996
3,0.5,-0.07399999999999995,1.2999999999999998,3.299999999999999,0.40000000000000036
3,0.7000000000000001,-0.017000000000000015,-0.5,3.0,1.0
3,0.3999999999999999,0.13399999999999995,1.2999999999999998,1.9000000000000004,-1.1000000000000005
3,-0.20000000000000007,-0.04799999999999999,0.40000000000000036,3.799999999999999,2.7
3,0.8,0.050000000000000044,1.1000000000000005,-0.09999999999999964,-0.1999999999999993
3,1.3,0.09800000000000003,3.0999999999999996,7.300000000000001,1.0
3,0.8999999999999999,0.09400000000000008,3.3000000000000003,7.000000000000002,3.2
0,-0.9999999999999999,-0.12800000000000006,-0.7999999999999998,-0.40000000000000036,-2.0
0,-0.19999999999999996,-0.10199999999999998,0.20000000000000018,1.4000000000000004,1.5999999999999996
3,0.4,0.02200000000000002,0.7999999999999998,1.8000000000000007,0.0
0,-0.7000000000000001,-0.066,-1.1000000000000005,-0.5999999999999996,-0.7000000000000002
3,1.5000000000000002,0.03200000000000003,2.8,3.3000000000000007,3.5
0,1.3,0.08100000000000007,2.6999999999999997,7.799999999999999,2.0
0,-0.2999999999999998,0.05999999999999994,1.2999999999999998,3.5,0.7000000000000002
3,-0.09999999999999998,0.014000000000000012,0.0,2.299999999999999,2.3
3,0.6,0.1070000000000001,1.8000000000000003,5.4,1.9000000000000004
1,0.4999999999999999,0.0020000000000000018,1.6,4.700000000000001,1.7000000000000002
3,1.5000000000000002,0.28300000000000003,3.3,11.0,4.6
0,0.30000000000000004,0.052000000000000046,1.1999999999999997,5.5,3.0999999999999996
0,-0.6000000000000001,0.11400000000000005,0.0,0.6999999999999993,1.1000000000000005
1,-0.3999999999999999,-0.12900000000000006,0.0,0.3999999999999986,-0.5
1,0.6,0.008000000000000007,0.2999999999999998,2.9000000000000004,-0.39999999999999947
3,-0.5,-0.1459999999999999,-0.40000000000000036,-0.29999999999999893,1.2999999999999998
0,-1.3,-0.08400000000000002,-0.40000000000000036,2.5999999999999996,2.0999999999999996
1,0.7000000000000002,-0.0040000000000000036,1.4000000000000004,2.200000000000001,2.3000000000000007
3,0.4999999999999999,-0.10300000000000009,0.0,0.7999999999999989,-1.2999999999999998
0,-0.5999999999999999,-0.051000000000000045,-0.2999999999999998,-0.20000000000000107,-0.40000000000000036
0,0.5,0.025000000000000022,1.9000000000000004,4.799999999999999,1.0
1,-0.10000000000000009,-0.09900000000000009,0.0,-2.1999999999999993,0.20000000000000018
3,0.09999999999999987,0.17000000000000004,3.0,5.0,1.2000000000000002
1,0.7,0.07500000000000012,0.3999999999999999,6.199999999999999,1.7000000000000002
1,0.19999999999999996,0.06800000000000006,1.1000000000000005,5.799999999999999,-1.7000000000000002
3,0.3999999999999999,0.10200000000000004,1.4,4.199999999999999,1.7000000000000002
3,1.5999999999999999,0.1359999999999999,3.8999999999999995,9.7,5.0
0,0.10000000000000009,-0.16199999999999998,-0.40000000000000036,0.9000000000000004,-0.10000000000000053
3,0.19999999999999996,-0.07400000000000001,0.10000000000000009,4.9,1.6000000000000005
3,0.19999999999999996,-0.07699999999999996,1.0,3.8000000000000007,2.5
0,0.19999999999999996,-0.04600000000000004,0.09999999999999964,1.0999999999999996,2.2
0,0.40000000000000013,0.02600000000000008,0.7000000000000002,2.3999999999999986,1.4000000000000004
0,1.4,0.04499999999999993,2.0999999999999996,5.299999999999999,2.8
0,1.5,0.2559999999999999,3.0999999999999996,6.4,1.7000000000000002
0,0.5,0.16299999999999992,3.0,6.000000000000002,0.09999999999999964
3,0.3999999999999999,-0.018000000000000016,0.7000000000000002,2.5999999999999996,-0.09999999999999964
1,0.4,-0.0010000000000000009,1.1000000000000005,0.40000000000000036,1.7999999999999998
0,0.30000000000000004,0.03600000000000003,2.1000000000000005,2.6999999999999993,0.20000000000000018
1,0.5999999999999999,0.11299999999999999,1.6999999999999997,4.6,4.0
3,0.0,0.004000000000000115,0.5999999999999996,3.6999999999999993,-1.2000000000000002
1,0.0,-0.062,1.4000000000000004,1.9000000000000004,1.2000000000000002
3,0.7000000000000001,-0.01200000000000001,1.6,4.5,1.7999999999999998
3,0.7000000000000001,0.16199999999999992,1.1999999999999997,4.4,-0.09999999999999964
3,-0.19999999999999996,-0.01100000000000001,-0.20000000000000018,0.5,2.8
1,-0.7,0.10100000000000003,0.3999999999999999,2.0,1.8999999999999995
3,1.3,0.12499999999999989,2.5,5.700000000000001,1.5
3,0.4,0.019000000000000017,1.1999999999999997,4.799999999999999,2.6999999999999993
0,0.10000000000000009,-1.1102230246251565e-16,0.6999999999999997,5.300000000000001,1.6999999999999993
3,0.19999999999999996,-0.07100000000000006,-0.09999999999999964,-1.3000000000000007,0.0
1,-0.3999999999999999,-0.039000000000000035,0.20000000000000018,4.1,2.0999999999999996
3,0.6000000000000001,0.09299999999999997,2.7,4.5,0.7999999999999998
0,0.20000000000000007,0.13600000000000007,1.3999999999999995,5.300000000000001,3.0000000000000004
3,0.30000000000000004,0.013000000000000012,0.0,2.5,0.7999999999999998
3,1.2000000000000002,0.182,3.8000000000000007,8.5,5.1
0,-0.5999999999999999,0.04400000000000004,0.7000000000000002,1.9000000000000004,0.5999999999999996
1,0.6000000000000001,0.13500000000000012,0.39999999999999947,2.0999999999999996,1.0
3,-0.7,-0.13800000000000012,0.40000000000000036,0.29999999999999893,0.0
0,-0.5,-0.06100000000000011,-0.7000000000000002,-2.5,-1.5
1,1.3,0.19199999999999995,3.5,9.0,3.2
3,1.2000000000000002,-0.06000000000000005,-0.10000000000000053,0.9000000000000004,0.2999999999999998
3,2.0,0.11499999999999999,4.6000000000000005,9.9,5.1000000000000005
1,0.10000000000000009,-0.20300000000000007,1.2000000000000002,1.5,-0.3000000000000007
3,0.4999999999999999,0.17899999999999994,1.7999999999999998,5.800000000000001,3.1999999999999997
3,0.9,0.06899999999999995,1.1,4.700000000000001,1.0999999999999996
3,1.4,0.22899999999999998,5.0,10.399999999999999,3.9
3,0.10000000000000009,-0.020999999999999908,0.5,2.0,1.2999999999999998
3,0.10000000000000009,-0.03699999999999998,0.09999999999999964,3.1999999999999993,1.4000000000000004
0,-0.2999999999999998,-0.05899999999999994,0.30000000000000027,2.5,1.2999999999999998
0,0.40000000000000013,0.14100000000000001,1.4000000000000004,2.299999999999999,1.0
0,1.1,-0.04700000000000004,-0.09999999999999964,1.799999999999999,-0.39999999999999947
1,0.3999999999999999,-0.043999999999999984,0.2999999999999998,1.200000000000001,2.1000000000000005
0,-0.7,-0.16999999999999998,-0.9000000000000004,-4.800000000000001,-2.0999999999999996
0,1.5,0.19299999999999995,4.8,11.1,1.3000000000000007
1,0.2999999999999998,0.04300000000000004,1.0,5.1,2.0999999999999996
0,-1.0999999999999999,0.10499999999999998,0.8000000000000003,2.3000000000000007,0.7999999999999998
1,-0.8,0.22300000000000003,-0.7000000000000002,2.6999999999999993,4.2
0,-1.0,0.06499999999999995,-1.4,0.5,1.0
0,0.10000000000000009,-0.08899999999999997,0.20000000000000018,-0.40000000000000036,0.2999999999999998
3,0.9999999999999999,0.063,1.1999999999999997,6.5,2.8
3,0.9000000000000001,0.07000000000000006,3.2,7.500000000000002,4.700000000000001
3,1.8,0.12200000000000005,3.3,3.8000000000000007,-3.0
3,0.7,0.06000000000000005,1.5,3.8999999999999986,1.4000000000000004
0,-0.6000000000000001,-0.06099999999999994,-1.4000000000000004,-0.5,1.3000000000000007
0,-0.3999999999999999,0.123,1.2999999999999998,4.9,1.5
1,1.4000000000000001,0.05499999999999994,2.7,6.800000000000001,2.3
3,0.8999999999999999,0.07300000000000006,1.2000000000000002,3.0,-0.10000000000000053
1,-0.8,0.30000000000000004,2.8,9.0,-1.2000000000000002
0,0.0,0.05499999999999999,-0.7999999999999998,-0.40000000000000036,1.4000000000000004
0,0.3999999999999999,0.030000000000000027,1.2000000000000002,5.399999999999999,1.5
1,0.8999999999999999,-0.132,1.0,4.599999999999998,1.2000000000000002
1,-0.09999999999999998,-0.05599999999999994,1.5,2.4000000000000004,1.3999999999999995
3,0.09999999999999987,-0.038999999999999924,0.5999999999999996,2.4000000000000004,1.1000000000000005
0,-0.7,0.02100000000000002,0.09999999999999964,1.8000000000000007,1.2000000000000002
1,0.5999999999999999,0.08699999999999991,1.7000000000000002,7.699999999999999,1.7999999999999998
1,-0.6,0.05300000000000016,-1.2000000000000002,2.0,-1.0
3,0.6,-0.134,1.0999999999999996,0.09999999999999964,-0.5999999999999996
3,0.9000000000000001,0.10899999999999999,1.6,5.799999999999999,2.5
1,0.8,0.07800000000000007,2.3,5.900000000000002,1.0
0,0.7999999999999999,0.14400000000000002,2.0,7.0,1.4
1,-0.30000000000000004,-0.02899999999999997,-1.9000000000000004,1.0999999999999996,1.5
0,0.8,0.1710000000000001,1.7999999999999998,7.9,0.0
1,0.30000000000000004,0.15400000000000003,0.40000000000000036,3.6000000000000014,1.9999999999999996
0,-0.5999999999999999,-0.09899999999999992,-1.9,-2.799999999999999,0.7000000000000002
0,-0.7,-0.03399999999999992,-1.7000000000000002,-2.8000000000000007,0.10000000000000053
0,-0.7000000000000002,0.16599999999999993,2.0,4.999999999999998,1.5
1,-0.8999999999999999,0.17400000000000004,-1.1,-1.5,-0.09999999999999964
3,1.9,0.241,5.1,11.2,5.6
1,1.5,0.20600000000000002,3.3,6.0,1.2999999999999998
0,-0.6000000000000001,-0.15400000000000003,0.3000000000000007,0.10000000000000142,0.0
3,1.2,0.10399999999999998,1.2000000000000002,3.0999999999999996,1.0999999999999996
0,-0.7999999999999998,-0.11200000000000004,-1.9000000000000004,-3.9000000000000004,0.09999999999999964
1,0.8,0.13500000000000006,1.2999999999999998,7.1,1.5
0,0.7,-0.09400000000000008,2.5,5.5,2.4000000000000004
1,0.7,-0.14500000000000002,0.49999999999999956,-1.0999999999999996,-0.2999999999999998
3,-0.5666666666666667,-0.02133333333333337,1.2333333333333338,1.6333333333333346,-0.033333333333333215
3,-0.7666666666666668,0.0006666666666668153,-1.5333333333333337,4.633333333333335,-1.8333333333333335
0,-0.4,-0.09800000000000009,-0.6999999999999997,0.5,1.5
3,1.0,0.049000000000000044,1.5999999999999996,5.4,2.0
3,-0.19999999999999996,0.18899999999999995,1.6000000000000005,5.899999999999999,1.6000000000000005
