result,mean_10_home_goal,mean_10_home_possesion_pct,mean_10_home_shot_on_goal,mean_10_home_shot,mean_10_home_corner,mean_10_away_goal,mean_10_away_possesion_pct,mean_10_away_shot_on_goal,mean_10_away_shot,mean_10_away_corner
3,1.2,0.42300000000000004,4.2,13.3,6.4,1.4,0.533,4.8,12.9,5.9
3,1.2,0.526,3.7,13.8,6.3,0.9,0.421,2.4,8.6,2.5
0,2.1,0.6140000000000001,4.8,13.8,5.5,1.1,0.533,4.0,11.7,5.3
1,1.5,0.54,4.2,12.7,4.1,1.6,0.45299999999999996,4.6,14.2,6.5
3,1.4,0.5660000000000001,4.5,14.4,6.2,0.7,0.488,4.0,11.1,4.6
3,2.1,0.605,7.1,19.0,9.6,0.9,0.44400000000000006,3.1,8.9,3.6
0,1.2,0.529,3.4,12.3,4.2,1.8,0.5559999999999999,5.5,15.6,5.3
0,1.9,0.618,6.0,17.9,9.6,1.5,0.516,4.2,12.5,5.7
3,1.3,0.43899999999999995,4.0,13.7,6.5,0.3,0.48599999999999993,3.0,10.2,3.3
0,1.1,0.445,4.0,13.3,6.8,0.9,0.47300000000000003,3.2,9.5,3.7
0,1.7,0.45699999999999996,5.0,17.8,6.1,1.4,0.571,4.4,11.3,5.6
1,1.5,0.599,4.8,14.9,6.0,0.6,0.44000000000000006,3.0,10.3,4.0
3,1.8,0.483,4.4,13.3,6.4,0.8,0.41200000000000003,2.4,8.6,2.5
1,1.7,0.5760000000000001,4.6,14.0,5.5,2.3,0.596,5.4,17.3,5.6
0,1.0,0.449,3.4,13.3,5.0,0.9,0.348,2.9,9.5,5.3
0,0.7,0.44699999999999995,2.9,11.1,3.9,1.5,0.543,4.5,13.4,3.9
3,0.8,0.434,3.3,13.4,4.8,0.5,0.433,2.7,11.3,4.2
0,0.9,0.43200000000000005,2.6,10.1,5.7,1.4,0.538,4.3,13.3,4.1
3,2.4,0.592,7.1,17.9,7.5,0.9,0.45299999999999996,3.2,9.7,4.4
3,2.4,0.577,7.3,18.9,9.4,0.2,0.513,3.1,10.6,3.4
1,2.3,0.572,6.3,15.5,6.8,2.2,0.598,5.1,16.7,6.1
0,1.2,0.518,3.8,13.8,6.0,1.6,0.543,4.8,13.3,5.7
3,0.9,0.44399999999999995,2.8,10.2,5.7,1.0,0.41899999999999993,3.4,10.6,4.0
3,1.5,0.507,3.5,16.7,7.2,0.6,0.44700000000000006,3.0,11.8,4.1
0,2.0,0.524,5.1,15.4,6.3,0.9,0.46699999999999997,2.7,11.4,3.4
1,1.2,0.584,4.3,13.9,5.5,1.2,0.557,4.3,13.4,4.2
3,2.0,0.617,4.4,13.2,5.6,0.7,0.43299999999999994,2.6,9.1,4.2
3,1.5,0.5559999999999999,6.2,19.0,6.7,1.3,0.433,4.0,13.2,6.3
1,1.2,0.46099999999999997,3.3,12.9,5.0,0.8,0.44000000000000006,3.3,9.9,3.9
1,1.3,0.5449999999999999,3.9,13.4,4.7,0.8,0.46799999999999997,3.5,9.9,4.1
1,1.6,0.48600000000000004,4.3,13.3,6.6,1.4,0.575,4.7,12.1,6.1
1,1.5,0.491,4.8,14.5,7.2,0.8,0.483,3.1,9.4,4.4
0,1.5,0.45099999999999996,4.8,16.9,5.4,1.0,0.521,3.4,10.8,4.2
1,1.7,0.639,6.1,18.8,10.3,0.7,0.40099999999999997,2.4,8.3,2.4
1,1.2,0.43900000000000006,4.1,12.8,6.4,1.3,0.441,3.3,8.9,3.4
3,1.7,0.5589999999999999,6.1,18.2,6.4,1.6,0.532,4.7,13.1,5.9
3,1.0,0.49099999999999994,3.6,13.0,5.4,0.7,0.48599999999999993,2.8,11.2,3.4
3,2.0,0.573,6.1,14.6,7.1,0.9,0.53,4.1,11.2,4.5
0,1.6,0.499,3.4,15.6,5.9,2.2,0.587,5.3,16.1,5.5
1,1.8,0.536,4.9,15.6,6.5,1.1,0.40700000000000003,3.6,11.9,5.5
3,2.1,0.617,4.8,13.5,5.4,1.1,0.40700000000000003,3.4,10.8,4.2
0,1.0,0.475,4.2,14.3,7.1,0.7,0.361,2.8,9.9,5.8
3,0.9,0.4760000000000001,3.7,12.2,4.3,0.2,0.537,3.4,11.0,3.9
0,0.9,0.44799999999999995,3.1,10.5,5.5,0.8,0.462,3.2,12.8,4.4
3,2.4,0.589,7.4,19.1,10.0,0.8,0.41600000000000004,2.9,9.5,4.2
0,0.6,0.45299999999999996,2.6,10.8,4.3,1.9,0.563,5.8,16.2,5.8
3,1.6,0.56,5.2,16.0,6.3,1.3,0.489,4.2,12.3,5.5
0,1.1,0.43100000000000005,4.1,13.7,6.4,1.0,0.54,4.2,11.6,4.5
0,0.9,0.4789999999999999,3.9,12.3,4.3,1.2,0.45,3.3,10.0,4.2
3,2.2,0.624,6.8,18.8,9.9,1.1,0.44699999999999995,3.0,8.8,3.6
1,1.7,0.579,5.6,17.8,6.0,1.2,0.399,3.7,11.8,5.4
0,1.0,0.5429999999999999,4.4,14.8,6.6,1.3,0.5349999999999999,4.2,12.9,3.8
1,1.2,0.567,4.0,14.0,5.1,1.0,0.40800000000000003,3.1,10.3,4.3
3,2.5,0.567,7.2,19.2,9.3,0.8,0.532,3.7,11.0,4.8
3,1.9,0.5730000000000001,6.1,18.0,5.6,0.9,0.471,2.9,11.1,3.6
3,1.3,0.518,4.0,13.4,4.8,1.5,0.575,4.8,13.2,6.5
3,1.9,0.55,6.3,17.7,5.4,1.0,0.399,3.4,10.7,4.9
3,1.7,0.553,5.9,17.4,6.2,2.1,0.571,4.7,14.2,4.8
0,1.3,0.5189999999999999,4.6,15.0,7.1,1.8,0.546,5.6,16.0,6.0
3,1.0,0.544,4.5,15.1,7.0,0.8,0.361,2.8,10.1,5.7
3,1.6,0.514,3.3,15.5,6.4,0.5,0.526,3.6,10.5,5.0
3,0.9,0.48999999999999994,3.7,12.9,5.6,0.9,0.529,3.2,10.9,4.1
3,2.3,0.635,7.3,19.4,9.5,1.0,0.388,2.9,10.0,4.4
1,0.8,0.472,4.1,12.7,4.5,0.9,0.45099999999999996,3.4,8.6,3.9
3,0.9,0.502,3.3,11.5,4.9,0.7,0.43600000000000005,2.7,8.9,3.2
0,1.4,0.45100000000000007,4.6,16.4,4.8,1.5,0.48299999999999993,5.0,13.0,5.7
0,1.3,0.45299999999999996,4.8,17.0,4.9,1.7,0.564,4.9,13.8,5.9
0,1.3,0.4590000000000001,4.2,12.4,7.1,1.3,0.5860000000000001,4.8,12.7,6.2
3,1.6,0.513,3.3,16.1,6.2,0.5,0.409,2.0,8.0,2.6
0,1.1,0.45999999999999996,3.6,12.5,5.1,0.8,0.489,2.9,11.4,3.7
3,1.4,0.47700000000000004,4.6,13.4,7.7,0.2,0.549,3.5,11.4,4.0
3,2.1,0.641,5.4,15.0,5.6,0.8,0.43899999999999995,3.2,9.0,4.1
0,1.1,0.45200000000000007,3.8,13.4,6.8,1.5,0.483,4.6,12.5,5.4
3,0.9,0.49000000000000005,3.8,12.8,4.5,0.8,0.46299999999999997,3.3,12.6,4.8
0,1.5,0.5040000000000001,4.5,14.4,7.0,1.0,0.354,3.1,10.0,5.8
1,0.6,0.471,3.0,11.0,5.9,0.7,0.44000000000000006,3.0,9.4,3.4
1,1.8,0.572,5.8,14.3,6.9,1.2,0.409,3.7,10.8,4.7
0,0.7,0.4760000000000001,2.6,10.5,4.9,0.9,0.47000000000000003,3.2,9.4,4.3
3,2.3,0.6409999999999999,5.0,14.2,5.6,1.6,0.5740000000000001,4.3,12.4,5.7
1,1.7,0.586,6.2,16.0,7.6,1.0,0.514,3.4,11.4,3.8
3,1.1,0.45199999999999996,3.7,12.1,4.8,2.0,0.571,4.7,14.3,4.6
3,1.2,0.5599999999999999,4.3,14.0,5.0,0.9,0.45999999999999996,3.2,9.2,3.8
3,2.6,0.5690000000000001,7.2,18.6,9.1,0.9,0.378,3.2,10.3,5.2
3,1.4,0.5149999999999999,4.5,14.4,6.4,0.6,0.4499999999999999,3.0,8.5,4.1
0,1.1,0.5149999999999999,4.0,13.7,5.0,1.1,0.5319999999999999,4.3,13.0,4.1
3,0.8,0.46399999999999997,3.8,12.6,5.7,0.9,0.4880000000000001,3.3,9.5,4.5
0,0.6,0.46799999999999997,2.9,11.1,5.8,0.6,0.5439999999999999,3.7,11.3,4.1
1,0.5,0.483,4.0,14.3,7.6,0.5,0.42400000000000004,2.2,8.6,3.0
0,1.2,0.46399999999999997,4.5,16.7,4.3,0.6,0.516,3.2,9.7,4.9
3,2.2,0.579,6.1,17.6,5.6,1.3,0.386,3.4,10.9,4.4
0,1.5,0.512,3.1,15.1,6.3,1.0,0.37500000000000006,3.0,10.7,5.7
3,1.0,0.54,4.2,15.3,6.6,1.0,0.4069999999999999,3.5,11.6,5.3
0,1.3,0.475,4.3,12.6,7.3,1.6,0.48,4.9,12.5,5.1
0,1.9,0.534,6.0,17.2,5.1,1.3,0.5810000000000001,4.5,11.1,5.4
3,2.2,0.651,7.7,21.7,10.1,0.6,0.414,2.4,8.4,3.1
0,0.8,0.505,3.5,11.5,5.0,1.0,0.49499999999999994,3.5,11.2,4.5
0,1.0,0.4680000000000001,4.8,13.8,4.4,2.0,0.555,5.5,15.9,5.9
3,1.3,0.46699999999999997,3.8,14.2,7.2,0.9,0.46799999999999997,3.4,12.7,4.6
3,2.7,0.55,7.0,17.0,7.9,1.2,0.518,4.2,13.7,4.4
3,1.7,0.5820000000000001,6.4,16.1,7.2,0.8,0.488,3.1,9.1,4.0
3,1.4,0.43999999999999995,4.0,13.8,6.5,1.9,0.586,4.4,14.1,5.2
3,0.6,0.4789999999999999,3.0,11.7,6.1,0.7,0.465,3.0,9.4,3.8
1,1.0,0.533,4.1,12.9,5.5,1.5,0.46699999999999997,4.1,13.0,4.4
1,1.0,0.445,3.8,12.2,4.6,1.4,0.5740000000000001,3.8,11.8,5.1
0,1.1,0.45899999999999996,4.6,13.7,5.2,1.4,0.399,3.3,10.2,4.5
0,0.9,0.43,3.8,11.9,4.6,1.6,0.4959999999999999,4.9,12.5,5.3
1,1.4,0.503,4.5,14.3,6.2,0.9,0.501,2.9,9.6,4.5
3,2.0,0.548,6.3,17.0,5.2,0.7,0.45,3.2,9.7,4.2
0,1.3,0.45999999999999996,4.2,12.3,6.1,1.5,0.5619999999999999,4.0,10.9,4.5
3,2.6,0.629,5.2,13.5,4.9,1.8,0.579,4.1,13.6,5.1
0,2.0,0.5970000000000001,5.8,17.7,6.2,0.7,0.516,3.1,9.9,4.2
0,0.9,0.445,4.3,14.9,3.7,1.9,0.573,5.1,15.3,5.7
0,0.7,0.499,3.0,11.7,6.7,1.3,0.385,3.0,11.0,5.6
3,1.2,0.542,4.2,14.9,6.0,0.6,0.43499999999999994,2.4,9.5,4.1
0,1.1,0.4720000000000001,3.9,14.2,6.8,0.8,0.42000000000000004,2.7,8.7,3.7
3,2.2,0.659,7.0,21.2,10.0,0.7,0.376,3.7,10.2,5.4
1,1.2,0.512,3.8,12.8,4.7,0.6,0.504,3.5,9.9,5.1
3,1.6,0.538,5.8,14.7,6.0,1.1,0.612,4.5,11.4,5.6
3,1.6,0.487,3.0,14.1,5.1,0.9,0.504,3.5,11.1,4.1
3,0.7,0.465,4.2,15.2,7.2,0.9,0.5129999999999999,3.8,11.4,4.5
3,1.2,0.548,4.5,14.0,4.8,0.8,0.414,3.2,12.1,5.9
0,0.9,0.46099999999999997,4.2,13.7,5.2,1.2,0.477,4.0,13.2,4.8
3,1.2,0.525,3.9,13.5,4.8,0.6,0.413,2.2,8.4,3.6
3,2.5,0.646,5.2,13.9,5.5,0.7,0.526,3.5,10.6,4.1
3,1.3,0.538,4.1,13.3,4.4,0.9,0.5159999999999999,3.3,11.5,4.4
3,0.5,0.48,4.1,14.8,7.4,0.8,0.387,3.7,10.7,5.6
3,1.4,0.526,4.7,13.6,4.9,0.9,0.629,4.7,12.8,6.2
3,2.4,0.653,7.1,20.4,9.6,0.8,0.517,3.2,10.7,4.6
1,2.6,0.546,6.2,15.8,7.4,1.9,0.55,4.8,13.6,5.1
0,2.4,0.645,5.8,15.1,5.5,0.9,0.389,2.7,8.7,3.8
3,1.2,0.507,4.5,15.7,6.8,0.8,0.40499999999999997,3.1,11.5,5.1
3,1.2,0.5,3.5,12.6,4.4,0.8,0.518,2.8,10.0,4.5
3,0.8,0.508,3.4,12.1,6.6,1.0,0.5189999999999999,3.6,11.6,3.8
0,0.8,0.462,4.0,14.7,6.8,2.1,0.546,4.4,12.1,4.7
3,2.7,0.64,7.9,21.2,9.5,1.5,0.458,4.1,12.7,4.4
3,1.0,0.472,5.0,13.5,4.8,0.8,0.543,5.1,14.8,4.8
3,2.2,0.557,6.9,18.0,5.6,1.6,0.46399999999999997,4.2,13.5,4.8
0,2.0,0.5840000000000001,6.0,18.4,6.8,1.5,0.5589999999999999,4.1,13.6,5.8
0,2.5,0.555,6.3,16.2,7.1,1.1,0.51,4.2,10.9,4.3
0,1.1,0.45499999999999996,4.9,13.1,4.5,1.7,0.506,5.2,13.3,4.9
3,1.4,0.561,5.7,15.2,6.2,1.3,0.391,2.7,10.2,5.0
0,1.1,0.465,3.8,13.4,5.8,1.0,0.627,4.2,12.5,5.9
1,1.3,0.549,5.7,14.8,6.3,0.9,0.55,4.6,14.4,4.5
1,1.4,0.484,4.1,12.5,6.9,0.8,0.371,2.4,7.9,2.9
3,1.2,0.45099999999999996,4.5,14.9,6.7,1.0,0.528,3.5,11.1,4.2
3,1.7,0.499,4.0,15.4,5.7,1.5,0.573,3.9,10.5,4.1
3,1.1,0.541,3.9,12.8,5.4,0.4,0.379,2.7,8.4,5.5
0,1.1,0.546,4.6,14.5,6.4,0.9,0.41000000000000003,3.2,9.2,3.4
1,1.4,0.505,3.4,15.1,5.7,0.7,0.43,3.0,8.9,4.0
0,1.1,0.45199999999999996,4.9,14.1,5.0,0.8,0.41600000000000004,2.8,11.4,4.8
0,1.3,0.475,4.3,12.5,6.9,1.1,0.521,4.2,11.4,4.7
3,1.0,0.46299999999999997,4.3,14.6,7.1,0.6,0.44399999999999995,3.1,9.8,4.4
3,1.1,0.518,3.8,12.4,5.5,0.8,0.5050000000000001,3.8,9.9,4.7
1,1.0,0.42800000000000005,4.5,12.5,4.7,1.1,0.527,4.5,14.7,4.5
0,1.1,0.4720000000000001,3.7,13.2,6.0,0.7,0.446,3.0,10.8,4.6
1,0.7,0.44800000000000006,4.4,15.6,4.0,0.5,0.38,3.3,9.8,5.7
0,0.8,0.44800000000000006,4.0,11.9,5.0,1.4,0.404,3.3,10.0,4.4
1,1.3,0.526,4.2,14.7,6.3,1.7,0.5650000000000001,4.0,10.6,4.2
1,2.2,0.647,5.6,15.2,5.8,1.6,0.512,5.2,13.1,4.8
0,1.3,0.49400000000000005,4.1,12.4,4.8,1.8,0.555,4.8,14.9,6.3
0,2.1,0.5599999999999999,6.2,17.1,5.0,1.6,0.39699999999999996,3.2,11.1,4.9
1,0.7,0.502,3.3,12.1,6.8,1.4,0.40099999999999997,2.9,10.1,4.9
1,2.1,0.5790000000000001,6.7,17.3,6.7,0.8,0.387,3.2,8.3,3.5
0,1.1,0.504,4.6,16.0,6.6,1.0,0.504,3.9,10.7,4.9
3,2.0,0.575,5.7,17.1,6.5,0.7,0.45,3.2,11.4,5.0
3,0.6,0.45200000000000007,4.1,14.7,3.8,0.6,0.44800000000000006,3.5,11.0,5.0
3,2.7,0.632,7.9,21.0,9.3,0.7,0.517,3.3,11.1,4.2
1,0.7,0.454,4.2,12.3,5.5,0.7,0.516,2.8,10.4,4.3
3,2.3,0.587,7.5,18.2,6.8,0.9,0.358,2.5,7.8,2.9
3,2.1,0.49300000000000005,4.6,15.6,5.5,0.9,0.553,4.7,14.7,5.2
3,1.3,0.472,3.9,12.9,6.3,0.4,0.403,2.8,8.2,5.2
3,1.6,0.44700000000000006,4.6,14.9,6.1,1.5,0.46799999999999997,4.1,12.9,4.8
1,1.1,0.43099999999999994,5.0,13.8,5.1,1.0,0.634,3.8,12.3,5.4
0,1.1,0.524,4.2,13.8,5.8,1.4,0.583,3.9,11.3,4.5
3,1.1,0.46900000000000003,4.1,13.5,5.7,1.0,0.506,4.0,10.3,4.3
0,1.1,0.5559999999999999,4.2,13.1,5.7,0.7,0.41500000000000004,2.8,10.8,4.7
3,1.6,0.518,5.0,15.4,6.5,0.9,0.53,3.4,10.9,4.7
3,1.4,0.549,5.6,14.4,6.6,0.9,0.37,3.8,8.6,3.4
3,1.2,0.41900000000000004,4.5,12.1,4.6,1.9,0.557,4.1,11.8,4.6
0,1.1,0.402,4.1,11.2,4.2,1.8,0.572,5.0,16.0,6.3
0,2.0,0.506,4.5,15.2,4.7,0.9,0.553,4.6,13.4,5.1
1,1.2,0.47700000000000004,3.9,12.8,6.4,0.8,0.521,3.6,11.6,4.3
0,2.0,0.595,7.5,19.0,6.4,0.5,0.402,2.7,7.9,5.1
3,2.7,0.617,7.5,19.6,8.8,1.8,0.5469999999999999,4.3,12.1,4.1
0,1.1,0.533,4.0,12.2,5.5,1.0,0.6220000000000001,3.8,12.6,5.2
1,1.4,0.538,5.4,14.6,6.3,1.1,0.495,4.4,9.5,4.2
0,1.1,0.516,4.5,15.6,6.7,1.5,0.393,3.2,10.7,5.2
1,0.0,0.64,5.0,16.0,2.0,0.8,0.33999999999999997,2.2,7.0,3.2
0,1.2,0.53,4.0,13.0,6.2,1.9,0.564,5.7,15.8,6.1
0,1.0,0.4680000000000001,3.8,12.5,5.9,1.6,0.529,5.2,13.0,4.6
1,2.2,0.58,6.0,17.5,6.6,0.8,0.525,3.3,10.7,4.3
3,1.8,0.5720000000000001,5.3,16.8,5.0,0.0,0.45,2.0,13.0,8.0
1,0.0,0.5800000000000001,2.5,14.5,3.5,0.6,0.527,3.7,12.5,4.5
1,0.8,0.48999999999999994,3.3,12.0,6.1,1.1,0.5189999999999999,5.2,10.9,4.6
1,1.5,0.6130000000000001,7.2,19.6,6.4,0.7,0.5349999999999999,4.9,13.7,5.4
0,1.3,0.516,4.6,15.8,7.2,2.0,0.495,4.5,14.0,6.0
3,1.2,0.4640000000000001,4.1,12.8,5.9,1.1,0.5029999999999999,3.5,10.4,4.8
1,2.0,0.44499999999999995,5.0,16.4,5.7,1.1,0.577,4.0,11.8,4.5
1,0.8,0.48200000000000004,4.5,14.7,6.0,0.9,0.5359999999999999,3.2,10.6,4.2
0,1.5,0.533,5.3,16.2,7.0,1.1,0.503,4.1,10.8,5.5
0,0.7,0.49800000000000005,3.2,11.5,6.4,1.1,0.449,4.5,12.6,4.7
1,2.0,0.6439999999999999,6.1,16.2,6.3,0.5,0.438,2.8,10.2,5.0
0,1.2,0.39499999999999996,4.4,11.8,4.5,1.8,0.549,4.1,11.7,4.5
3,1.4,0.517,4.5,13.6,4.8,0.5,0.44400000000000006,3.3,10.6,4.9
0,0.8,0.476,4.1,14.3,5.9,1.9,0.388,3.6,11.2,4.9
3,2.0,0.635,5.3,15.2,5.5,1.3,0.575,3.8,11.3,4.1
3,1.9,0.453,5.1,15.8,6.1,0.9,0.39,3.9,9.3,3.3
1,1.2,0.553,4.3,13.7,6.2,2.0,0.33,5.0,11.0,2.0
0,0.0,0.58,2.0,11.0,6.0,1.0,0.5149999999999999,3.4,10.5,5.0
0,1.7,0.504,4.7,15.0,5.0,0.9,0.36,2.7,8.0,3.6
1,1.7,0.584,5.8,18.4,6.7,1.1,0.497,4.1,10.7,4.9
3,1.5,0.491,4.6,12.6,4.4,0.9,0.625,3.5,12.5,5.0
3,1.6,0.5529999999999999,5.5,17.2,7.4,1.0,0.45,4.1,11.8,5.1
0,1.6,0.5760000000000001,4.8,16.3,5.1,0.8,0.40499999999999997,3.0,8.4,5.1
0,1.4,0.5589999999999999,6.1,16.9,6.9,2.1,0.39299999999999996,4.1,11.9,5.4
3,2.9,0.611,7.6,20.2,8.1,1.0,0.37,2.5,9.0,2.5
1,1.2,0.393,4.1,11.3,4.3,0.5,0.538,3.6,12.4,4.6
1,1.3,0.5469999999999999,4.2,12.8,5.1,1.0,0.393,3.8,9.2,3.1
1,0.5,0.5700000000000001,2.0,8.0,5.0,1.4,0.396,3.1,9.5,5.1
3,2.0,0.629,5.9,15.9,6.3,0.8,0.525,4.7,12.8,5.2
0,1.1,0.445,3.6,11.3,5.5,1.7,0.5439999999999999,5.5,14.1,4.8
0,1.1,0.453,4.0,13.1,5.8,1.9,0.5650000000000001,5.9,17.0,5.7
3,1.0,0.4800000000000001,4.5,14.6,5.9,1.6666666666666667,0.5033333333333333,3.6666666666666665,11.666666666666666,5.333333333333333
3,0.3333333333333333,0.5166666666666667,3.6666666666666665,15.333333333333334,2.6666666666666665,1.1,0.5159999999999999,5.2,10.7,4.5
3,1.2,0.501,4.3,15.8,7.4,0.2,0.45200000000000007,2.7,10.4,5.4
3,2.3,0.43200000000000005,5.1,16.6,5.3,1.3,0.502,3.7,10.6,4.6
0,0.6,0.4840000000000001,3.2,12.4,6.1,1.0,0.5820000000000001,3.9,11.9,4.6
3,1.5,0.624,7.7,20.8,7.1,0.8,0.5109999999999999,3.2,10.1,3.8
3,1.5,0.523,4.8,13.8,6.6,1.4,0.555,3.2,11.1,5.7
0,1.1,0.461,3.8,11.9,5.5,1.3333333333333333,0.38666666666666666,3.0,10.333333333333334,3.3333333333333335
0,2.9,0.608,7.9,21.1,8.4,1.0,0.40099999999999997,3.2,8.6,5.2
1,1.5,0.49399999999999994,4.9,12.7,4.5,1.0,0.5029999999999999,4.1,11.0,5.2
1,1.8,0.507,4.6,14.5,5.1,1.5,0.413,3.5,10.3,5.2
0,1.2,0.556,4.4,13.3,4.6,0.8,0.356,2.8,7.8,3.7
1,1.2,0.44699999999999995,3.8,11.6,5.0,1.4,0.571,3.1,11.5,5.6
3,1.6,0.615,7.8,20.3,6.6,1.0,0.623,3.4,10.8,4.2
3,1.0,0.5566666666666666,3.0,10.333333333333334,5.666666666666667,0.9,0.4,3.9,9.7,3.3
1,1.6,0.4800000000000001,4.4,12.2,4.3,1.0,0.5730000000000001,4.4,12.5,4.7
1,1.4,0.516,4.9,13.4,6.7,0.7,0.534,4.7,13.5,6.2
0,0.25,0.525,3.25,15.25,3.5,1.8,0.394,4.2,12.2,4.9
3,1.9,0.493,4.9,13.6,4.9,1.5,0.5175000000000001,4.25,11.75,5.75
1,1.3,0.5029999999999999,4.4,16.4,7.2,1.1,0.4709999999999999,4.2,11.9,4.8
3,2.0,0.6380000000000001,5.9,16.0,6.3,0.9,0.40700000000000003,4.0,10.1,3.4
0,1.5,0.5650000000000001,5.8,16.6,6.1,0.8,0.514,3.9,12.5,4.9
3,2.1,0.505,5.6,16.8,6.6,1.1,0.5209999999999999,5.4,10.9,4.4
1,0.8,0.475,2.9,11.8,5.4,1.0,0.42200000000000004,3.3,9.4,5.1
1,1.0,0.5525,3.75,10.75,5.5,1.25,0.405,2.75,10.5,3.25
3,3.0,0.615,8.1,21.8,8.4,0.2,0.441,3.0,10.5,5.5
0,1.1,0.501,4.3,14.8,6.8,1.6,0.404,3.6,10.8,5.4
0,1.1,0.5599999999999999,4.4,14.3,4.4,0.8,0.49700000000000005,3.4,10.6,3.5
3,1.5,0.5820000000000001,5.3,17.0,5.8,1.5,0.47800000000000004,3.7,10.5,4.0
0,2.5,0.42300000000000004,5.5,16.7,5.2,1.9,0.56,6.3,16.1,5.2
3,1.2,0.45999999999999996,4.5,13.0,5.6,0.8,0.358,2.9,8.0,3.8
3,1.8,0.5660000000000001,5.7,17.1,6.2,1.6,0.5700000000000001,5.9,17.8,6.4
0,1.2,0.403,4.1,11.0,4.4,1.3,0.5130000000000001,4.1,11.5,5.4
3,1.5,0.5660000000000001,6.0,17.0,6.4,1.5,0.546,5.4,14.1,5.0
0,1.8,0.5309999999999999,5.7,17.2,7.0,1.1,0.625,3.2,11.7,4.6
1,1.5,0.5690000000000001,4.8,16.5,5.2,0.9,0.45499999999999996,4.0,11.7,5.0
3,1.6,0.5760000000000001,5.7,17.9,6.7,1.8,0.387,4.1,12.0,5.1
0,1.4,0.49800000000000005,4.0,12.5,4.0,0.7,0.495,3.0,10.4,3.4
0,0.2,0.48600000000000004,2.8,13.8,3.4,2.0,0.58,6.5,16.6,6.0
3,1.8,0.45899999999999996,4.2,11.8,4.9,1.2,0.472,4.3,12.9,5.1
1,1.4,0.594,5.0,17.4,6.5,0.8,0.515,3.7,12.1,5.4
1,1.8,0.624,5.0,13.6,5.6,1.5,0.5589999999999999,5.9,17.6,6.8
0,1.0,0.534,3.6,10.8,5.2,1.5,0.579,5.2,13.4,5.0
3,1.2,0.42300000000000004,4.0,11.2,4.3,0.8,0.392,3.9,10.1,3.5
3,1.1,0.453,3.0,11.4,4.4,0.2,0.458,3.7,11.8,6.2
1,2.3,0.496,5.7,16.8,6.6,1.6,0.41100000000000003,3.9,12.0,5.3
0,1.0,0.55,3.9,13.6,4.8,1.1,0.534,5.3,10.9,4.6
3,1.5,0.603,7.4,20.4,6.5,1.4,0.504,4.4,11.7,5.0
3,2.4,0.48200000000000004,5.6,15.6,6.0,1.1666666666666667,0.5083333333333333,3.3333333333333335,11.333333333333334,6.0
3,1.6,0.531,5.0,13.6,7.0,1.0,0.379,4.5,11.1,3.2
0,1.3,0.42800000000000005,4.1,11.2,4.2,1.9,0.43200000000000005,4.2,12.7,5.4
3,1.6,0.549,5.2,15.4,6.1,1.2,0.45699999999999996,2.9,10.0,3.7
3,0.5,0.49000000000000005,3.1666666666666665,14.833333333333334,4.0,1.2,0.45099999999999996,3.2,10.5,5.1
1,1.7,0.45999999999999996,4.4,11.7,5.1,0.7,0.48600000000000004,3.0,10.4,3.3
0,1.4,0.506,4.0,12.2,4.0,2.1,0.5690000000000001,6.1,16.0,5.8
1,0.8,0.47400000000000003,4.4,12.6,5.3,1.0,0.605,3.3,10.6,4.4
3,3.2,0.593,7.2,19.0,7.8,1.3,0.46299999999999997,4.4,12.3,5.0
0,1.0,0.506,4.2,13.9,7.1,0.8,0.355,3.2,8.4,3.8
3,2.4,0.421,5.1,15.9,4.8,1.5,0.41200000000000003,4.1,11.9,4.4
0,1.5,0.536,4.6,14.2,4.8,0.8,0.538,5.0,13.4,6.5
3,3.3,0.6,8.3,21.2,7.5,1.4,0.506,3.6,10.4,6.0
0,1.7,0.5149999999999999,4.6,13.6,5.5,1.4,0.392,2.8,11.0,3.6
3,1.4,0.48199999999999993,4.4,15.4,6.8,1.4,0.571,3.2,11.2,5.6
0,1.0,0.45499999999999996,4.2,12.1,5.0,1.3,0.45199999999999996,3.6,11.1,5.5
0,1.1,0.509,4.3,13.1,6.9,1.2,0.608,3.6,10.7,4.4
3,1.6,0.553,5.4,15.3,5.6,1.5,0.47800000000000004,3.5,10.1,3.9
1,1.6,0.549,5.3,15.7,6.3,0.6,0.532,4.5,13.1,6.3
1,1.2,0.6090000000000001,6.8,19.8,6.6,1.6,0.564,5.4,13.6,5.3
1,1.0,0.5479999999999999,3.6,12.7,4.7,1.5,0.548,5.7,16.7,7.0
0,1.3,0.595,4.6,17.6,7.3,1.7,0.41,4.2,11.9,4.8
3,1.7,0.495,4.4,12.7,4.8,1.1,0.577,3.3,12.3,5.9
1,1.5,0.488,4.4,15.2,6.6,1.5,0.49700000000000005,4.3,12.0,4.9
0,1.1,0.449,3.1,11.1,4.5,0.9,0.524,4.0,12.4,5.1
3,1.4,0.4,3.6,9.5,4.3,2.0,0.593,6.1,16.4,5.9
3,1.1,0.493,4.5,13.9,6.9,1.0,0.5439999999999999,4.7,10.8,3.9
3,1.7,0.64,5.0,13.8,5.7,0.8,0.36500000000000005,3.2,8.5,3.8
1,1.3,0.491,4.0,12.4,4.0,1.2857142857142858,0.5171428571428571,3.4285714285714284,12.0,5.857142857142857
