result,mean_10_home_goal,mean_10_home_possesion_pct,mean_10_home_shot_on_goal,mean_10_home_shot,mean_10_home_corner,mean_10_away_goal,mean_10_away_possesion_pct,mean_10_away_shot_on_goal,mean_10_away_shot,mean_10_away_corner
1,1.2,0.506,4.5,14.2,7.0,0.6,0.48299999999999993,3.1,10.3,4.0
1,1.7,0.639,7.0,19.9,10.0,0.8,0.378,2.5,8.5,3.7
3,2.3,0.607,7.7,19.0,8.2,2.6,0.611,6.7,16.3,5.2
1,1.7,0.652,7.6,20.4,6.3,1.9,0.5439999999999999,4.2,12.7,5.3
3,1.0,0.477,2.8,10.6,4.0,0.9,0.479,3.8,9.9,2.7
1,0.9,0.502,2.9,10.4,6.8,0.6,0.48200000000000004,3.5,9.1,4.0
0,0.8571428571428571,0.41428571428571426,2.7142857142857144,8.571428571428571,4.857142857142857,2.8,0.704,6.0,17.4,7.4
1,0.9,0.449,3.5,12.0,5.2,1.1,0.398,2.9,8.9,4.7
3,2.5,0.5599999999999999,5.1,14.9,6.1,0.7142857142857143,0.43857142857142856,2.2857142857142856,8.428571428571429,4.571428571428571
0,1.4,0.42300000000000004,4.4,11.4,5.2,1.8,0.512,4.1,13.0,4.5
3,1.2,0.502,4.6,13.7,6.7,1.1,0.43200000000000005,2.8,10.9,4.7
0,0.8,0.48500000000000004,2.8,11.6,4.7,1.4,0.5740000000000001,4.7,13.3,5.1
3,1.0,0.612,4.0,16.0,7.3,0.6,0.4779999999999999,2.9,9.7,3.7
1,0.8,0.376,3.1,9.3,4.6,0.9,0.45,4.6,12.3,4.8
3,2.2,0.549,6.9,18.0,7.5,0.6,0.43499999999999994,1.8,6.9,2.0
3,3.6,0.697,9.0,19.1,6.8,0.9,0.496,2.4,9.8,4.8
0,1.2,0.40700000000000003,4.0,12.6,4.9,2.1,0.58,5.8,15.5,5.0
3,1.6,0.515,4.1,14.0,4.7,0.7,0.483,3.8,9.9,3.2
3,2.7,0.6079999999999999,7.9,19.9,7.7,0.42857142857142855,0.47714285714285715,2.4285714285714284,8.857142857142858,4.857142857142857
0,1.0,0.4800000000000001,2.9,10.9,4.0,1.3,0.501,4.0,11.3,5.7
0,1.6,0.525,3.8,12.7,5.1,1.3,0.354,3.1,9.0,4.1
3,1.5,0.41500000000000004,3.7,10.6,4.6,2.6,0.605,6.9,16.3,5.0
1,1.3,0.505,3.3,12.2,5.2,0.9,0.49000000000000005,2.5,10.3,4.9
1,1.1428571428571428,0.4657142857142857,3.2857142857142856,9.0,4.571428571428571,0.2,0.386,1.9,8.7,5.3
3,3.3,0.7050000000000001,8.6,18.9,6.9,0.8,0.46299999999999997,3.8,9.4,3.3
0,2.6,0.633,9.1,22.3,8.4,1.6,0.476,4.0,11.1,4.9
1,0.8,0.391,3.5,10.6,4.5,0.0,0.40700000000000003,1.8,9.0,5.7
3,1.5,0.499,3.8,11.7,4.3,0.375,0.48375,2.5,8.375,4.875
1,1.0,0.477,2.4,10.0,4.1,2.7,0.587,6.6,16.0,4.5
3,1.1,0.406,3.9,12.2,4.8,0.7,0.44399999999999995,1.7,6.6,2.4
3,1.3,0.425,3.5,11.1,4.6,1.2,0.365,2.9,9.1,4.1
0,1.125,0.46125,3.125,8.625,4.25,2.5,0.5730000000000001,6.2,15.2,4.8
3,2.2,0.558,7.1,18.2,7.8,0.9,0.43499999999999994,4.5,12.6,5.0
0,2.4,0.5489999999999999,5.3,14.8,6.2,2.7,0.7100000000000001,6.2,17.0,7.4
3,0.8,0.484,3.1,11.2,4.8,1.0,0.413,3.2,10.4,4.6
0,1.5,0.418,4.5,11.9,5.3,1.4,0.429,3.1,9.5,5.1
1,1.7,0.659,7.8,21.3,7.1,0.7,0.43999999999999995,3.1,9.6,3.4
0,1.0,0.42666666666666664,3.0,9.555555555555555,4.777777777777778,1.9,0.572,4.4,14.2,5.2
1,1.1,0.592,3.7,14.9,7.0,1.5,0.5920000000000001,4.9,13.2,5.1
3,1.6,0.507,5.2,15.4,6.1,1.9,0.513,3.6,12.0,4.7
1,1.7,0.664,7.5,21.0,7.3,0.5,0.38,2.2,8.2,3.8
3,2.4,0.55,4.9,14.5,6.1,0.7,0.491,3.9,9.6,4.6
3,1.8,0.665,6.4,20.0,9.5,0.5555555555555556,0.4155555555555555,2.4444444444444446,8.11111111111111,3.888888888888889
0,1.1,0.491,3.3,11.6,5.4,2.8,0.569,6.1,16.1,4.6
1,0.9,0.42299999999999993,2.8,10.2,4.5,1.3,0.609,4.8,14.3,5.3
0,1.1,0.404,3.5,12.0,5.0,0.9,0.453,4.1,9.4,3.7
3,1.8,0.501,4.2,11.7,4.7,0.7,0.44799999999999995,1.6,6.2,2.5
0,0.7,0.49400000000000005,2.5,11.0,5.6,2.9,0.721,6.8,17.1,6.8
0,0.7,0.479,3.2,10.8,5.0,1.8,0.5660000000000001,5.0,14.0,4.3
1,1.3,0.445,3.1,10.1,4.3,1.9,0.496,4.6,11.9,5.2
1,2.5,0.646,7.8,20.4,7.7,2.7,0.549,5.9,14.9,4.8
1,1.3,0.577,3.9,12.8,7.1,0.8,0.475,3.1,9.2,4.7
3,3.5,0.692,9.2,19.2,6.5,2.2,0.571,5.6,14.1,4.2
0,1.0,0.454,2.9,10.8,4.8,1.0,0.414,4.5,13.2,4.9
1,0.6,0.493,2.5,10.5,5.5,0.4,0.41500000000000004,2.6,10.5,5.5
1,1.7,0.471,3.6,10.7,4.0,1.8,0.572,4.7,14.3,5.1
3,1.3,0.41500000000000004,3.6,11.9,4.4,0.5,0.4010000000000001,2.4,8.3,4.5
3,3.6,0.7,8.7,18.5,6.2,0.6,0.461,3.6,9.1,5.1
3,1.0,0.479,3.0,9.5,4.8,1.6,0.508,3.4,12.3,4.8
3,1.9,0.5650000000000001,7.0,18.2,7.8,0.7,0.484,2.3,9.7,4.6
0,1.1,0.496,2.5,10.4,4.6,0.7777777777777778,0.47555555555555556,3.2222222222222223,9.11111111111111,5.111111111111111
1,1.0,0.4744444444444444,3.0,9.0,4.666666666666667,1.0,0.37,3.3,9.3,3.9
0,1.2,0.44400000000000006,3.2,11.0,4.8,0.3,0.42000000000000004,2.2,9.8,5.8
3,2.5,0.642,8.3,21.0,7.4,0.7,0.43099999999999994,4.4,13.0,5.1
0,1.4,0.42400000000000004,4.5,12.5,5.3,0.8,0.42300000000000004,3.3,9.4,3.0
0,1.2,0.5840000000000001,3.5,14.5,7.5,1.7,0.43099999999999994,4.1,10.5,5.4
0,0.9,0.37900000000000006,3.6,10.2,4.6,1.7,0.493,4.1,11.1,4.9
3,0.8,0.511,2.6,11.2,6.3,0.6,0.379,2.3,8.1,3.2
3,1.8,0.641,6.7,19.5,9.9,1.2,0.40599999999999997,2.8,10.4,4.9
3,1.0,0.435,3.125,9.875,5.25,0.625,0.43624999999999997,2.25,8.25,4.125
3,0.9,0.4880000000000001,3.3,11.6,4.7,1.8,0.5050000000000001,3.6,12.7,4.9
3,0.9,0.434,3.1,11.1,5.2,1.9,0.5589999999999999,4.4,14.1,5.3
1,1.4,0.5159999999999999,5.3,15.5,7.1,0.8,0.506,3.9,9.7,4.2
0,0.9,0.40800000000000003,3.7,11.8,5.1,2.5,0.732,6.9,19.4,8.0
3,1.3,0.513,2.3,10.9,5.0,1.7,0.44699999999999995,4.2,10.7,5.9
3,1.9,0.645,7.4,20.7,7.4,0.5,0.446,1.7,6.6,2.3
3,3.8,0.712,8.8,18.4,6.4,1.5,0.487,3.1,11.1,4.4
0,1.4,0.512,5.0,15.8,6.3,1.2,0.607,5.1,14.9,5.1
1,2.3,0.634,7.4,19.1,7.8,1.8,0.582,5.1,15.3,5.5
0,1.2,0.45099999999999996,3.6,11.9,5.2,1.1,0.40800000000000003,4.6,13.3,5.1
1,0.9,0.4,3.7,11.2,5.1,0.7,0.41899999999999993,2.9,7.9,2.6
3,1.2,0.47400000000000003,3.1,11.1,4.7,0.5,0.41600000000000004,2.6,8.7,4.4
0,1.6,0.449,3.2,11.0,4.0,1.7,0.49700000000000005,4.4,12.3,5.3
1,1.2,0.506,3.4,10.4,5.0,0.8,0.441,4.2,10.8,6.1
1,2.1,0.665,6.6,21.5,8.3,1.1,0.44699999999999995,3.8,8.2,3.9
3,1.4,0.45099999999999996,3.2,9.8,4.1,0.5,0.48100000000000004,2.6,8.9,3.9
0,0.8,0.453,3.6,10.1,4.7,2.6,0.553,5.9,15.4,5.4
1,0.9,0.446,3.2,10.0,4.9,0.8,0.359,3.1,8.3,3.9
0,1.1,0.572,3.7,12.4,6.8,0.6,0.426,2.9,11.2,6.0
1,2.0,0.561,5.1,15.4,6.9,0.7,0.48,2.8,10.3,5.2
0,0.6,0.484,2.6,10.8,5.8,1.8,0.5609999999999999,4.9,13.4,4.1
0,1.1,0.518,2.3,10.9,4.8,0.7,0.45499999999999996,2.1,7.1,3.1
1,0.9,0.426,3.7,12.3,4.9,0.5,0.40700000000000003,2.4,8.6,4.0
3,1.9,0.558,7.6,18.1,7.9,1.0,0.42000000000000004,3.6,9.7,3.4
3,2.0,0.634,6.7,20.2,7.7,1.5,0.45600000000000007,4.0,10.8,5.6
1,2.4,0.562,5.3,16.0,7.0,1.1,0.354,3.2,8.2,4.0
3,1.4,0.483,4.2,13.5,5.0,0.7,0.437,2.8,7.8,2.9
1,1.4,0.4800000000000001,4.8,15.4,5.8,2.3,0.7290000000000001,6.9,19.5,7.8
1,0.9,0.406,3.4,11.0,4.8,1.3,0.595,4.9,14.5,4.8
1,1.0,0.442,3.4,10.4,5.1,1.0,0.41600000000000004,3.6,10.5,4.1
3,1.6,0.562,7.0,17.9,8.0,0.5,0.40700000000000003,2.3,8.1,3.6
3,2.1,0.662,6.4,20.2,9.0,0.9,0.492,2.9,10.9,4.8
1,1.2,0.492,3.7,12.3,5.4,1.2,0.45199999999999996,4.5,9.5,4.0
3,2.1,0.5519999999999999,5.3,15.2,6.6,0.9,0.4029999999999999,3.9,9.2,3.1
3,2.0,0.621,6.4,20.0,7.8,2.4,0.7230000000000001,6.5,18.7,7.9
3,1.5,0.49300000000000005,4.4,13.9,5.2,1.4,0.604,5.2,14.9,5.0
1,1.2,0.56,4.0,12.5,6.3,1.6,0.571,4.5,13.6,4.7
3,2.4,0.659,7.1,20.7,7.6,0.7,0.433,2.8,7.8,2.9
3,1.0,0.40700000000000003,3.6,11.5,4.8,0.5,0.40499999999999997,2.3,8.3,3.5
1,1.3,0.5319999999999999,2.7,11.7,5.0,0.9,0.46900000000000003,2.9,10.7,5.2
1,0.7,0.43100000000000005,3.3,11.8,4.6,0.6,0.466,2.3,7.2,3.5
1,1.7,0.45499999999999996,3.5,10.7,3.3,0.5,0.40800000000000003,2.8,9.0,4.1
0,1.0,0.4659999999999999,2.8,9.2,5.1,1.5,0.41900000000000004,4.1,8.2,3.7
1,1.1,0.479,3.2,10.4,4.3,0.9,0.45099999999999996,4.3,10.9,6.1
3,0.7,0.45,2.4,10.1,5.3,2.6,0.591,6.0,16.8,6.0
3,3.6,0.726,8.7,19.2,7.4,1.1,0.39,4.2,12.3,4.6
3,1.2,0.462,3.7,12.0,5.0,0.5,0.476,2.7,8.5,3.8
3,1.5,0.4640000000000001,3.5,9.9,4.3,1.3,0.487,3.1,11.0,4.5
0,0.9,0.43099999999999994,2.6,8.2,4.4,2.6,0.609,6.1,15.9,5.8
1,1.2,0.466,3.9,11.8,4.7,1.1,0.49000000000000005,2.9,11.3,4.7
0,1.7,0.5710000000000001,7.7,18.8,8.2,1.1,0.43600000000000005,4.4,11.2,6.0
1,1.3,0.5650000000000001,3.9,12.9,6.2,0.5,0.4010000000000001,2.3,8.3,3.3
3,2.6,0.637,6.9,20.3,7.1,1.5,0.49399999999999994,3.7,11.4,4.5
1,1.0,0.47000000000000003,3.1,10.2,4.4,0.8,0.43,3.3,10.2,5.8
3,0.9,0.425,2.5,10.3,5.1,1.5,0.629,5.4,14.7,5.2
3,3.4,0.728,8.8,18.6,7.5,0.5,0.403,2.6,8.6,3.8
0,0.7,0.466,3.7,11.1,4.9,1.6,0.48600000000000004,3.8,11.7,4.6
1,0.6,0.441,3.4,11.8,4.6,0.7,0.40099999999999997,2.8,8.4,3.6
3,1.7,0.44800000000000006,3.6,10.4,3.4,1.5,0.48600000000000004,3.8,10.9,5.7
0,0.9,0.499,3.1,10.2,5.3,2.0,0.58,5.5,15.1,4.9
1,1.7,0.556,7.6,18.0,7.9,1.5,0.4699999999999999,3.7,11.1,5.6
3,2.4,0.639,7.5,19.0,7.3,0.7,0.398,3.0,9.8,5.7
3,1.5,0.471,4.7,15.5,6.0,0.7,0.382,3.0,7.8,3.4
1,1.6,0.4790000000000001,5.0,16.1,6.0,1.2,0.385,4.5,11.8,4.4
3,2.7,0.628,7.6,18.9,7.0,0.8,0.42400000000000004,2.7,8.1,3.4
1,2.1,0.584,5.8,17.4,6.9,1.5,0.586,4.6,13.4,5.1
0,1.2,0.4090000000000001,3.8,11.8,5.1,1.1,0.476,3.0,10.7,5.4
3,1.5,0.488,4.9,13.9,5.4,0.9,0.388,3.9,9.2,2.7
1,0.8,0.44299999999999995,3.8,11.5,4.9,1.9,0.7270000000000001,6.2,17.9,8.1
3,1.7,0.5439999999999999,3.4,13.1,5.3,1.7,0.579,5.4,15.1,5.1
3,1.9,0.5770000000000001,5.3,15.2,6.7,0.5,0.4539999999999999,2.5,8.0,3.6
3,1.1,0.504,3.3,11.6,5.5,1.6,0.402,4.1,7.7,3.5
1,1.4,0.481,3.3,10.0,4.3,0.7,0.481,2.4,7.1,3.7
0,1.1,0.5549999999999999,4.1,12.3,6.2,2.7,0.589,6.3,15.8,5.4
3,0.6,0.445,3.2,12.0,4.5,1.5,0.52,4.0,12.1,5.2
3,2.0,0.59,8.3,20.4,8.6,0.4,0.403,2.6,8.9,4.4
3,1.1,0.46299999999999997,3.1,10.1,5.0,0.9,0.489,3.0,10.9,4.8
3,1.3,0.442,2.9,9.1,4.2,1.2,0.458,4.5,11.4,6.1
3,0.8,0.442,2.6,10.9,5.1,0.6,0.40700000000000003,2.7,9.2,3.5
3,3.2,0.7190000000000001,8.8,18.5,7.8,1.6,0.477,3.9,10.3,5.4
3,2.0,0.438,3.7,9.0,3.3,0.9,0.43600000000000005,3.6,11.2,6.0
1,1.1,0.49399999999999994,3.6,11.6,4.9,0.6,0.409,2.8,8.8,3.2
3,2.6,0.614,6.9,20.3,7.2,1.4,0.625,4.9,14.4,4.9
0,2.5,0.609,7.0,17.4,7.0,2.1,0.7190000000000001,6.1,17.1,7.4
3,1.6,0.5519999999999999,3.7,13.3,5.7,0.7,0.417,2.3,7.5,3.8
1,0.8,0.43099999999999994,3.6,10.4,4.9,1.1,0.45499999999999996,3.3,9.9,5.3
0,1.1,0.42700000000000005,3.7,11.9,5.0,0.7,0.441,3.0,8.9,3.6
3,3.0,0.713,8.1,18.3,7.9,1.6,0.549,5.1,13.5,4.4
3,2.5,0.5900000000000001,6.5,17.6,7.0,1.6,0.396,3.9,7.6,3.3
1,1.7,0.48999999999999994,5.0,13.8,5.5,1.2,0.384,4.4,11.4,3.7
3,1.4,0.505,3.5,12.0,5.1,0.8,0.476,2.4,7.6,4.1
0,1.4,0.434,4.3,14.2,5.0,1.7,0.5119999999999999,4.5,12.9,5.2
3,1.5,0.485,3.9,12.6,5.5,1.0,0.625,4.2,12.9,5.3
1,1.4,0.49000000000000005,3.9,10.8,5.2,0.8,0.40099999999999997,4.0,9.3,2.8
0,1.8,0.485,5.2,14.5,5.4,1.6,0.61,4.7,13.3,5.9
3,2.4,0.5880000000000001,6.0,17.4,6.9,1.2,0.36,4.1,10.9,3.7
3,1.7,0.535,4.1,13.3,5.3,0.4,0.41600000000000004,2.6,9.1,4.7
0,1.1,0.45,3.3,9.8,4.5,0.9,0.43200000000000005,3.1,9.3,3.1
3,2.6,0.596,7.2,16.8,6.9,0.7,0.48100000000000004,2.9,10.4,5.1
3,2.4,0.652,7.0,20.4,7.7,0.7,0.44000000000000006,3.3,9.1,3.5
3,1.8,0.6,8.6,21.7,9.2,1.0,0.429,3.8,11.1,5.8
0,1.0,0.449,3.5,11.8,5.6,1.8,0.48900000000000005,3.9,10.6,5.4
1,1.1,0.501,3.0,11.6,5.0,0.7,0.46799999999999997,2.2,7.2,3.9
3,0.8,0.42700000000000005,3.4,12.0,4.4,1.0,0.4699999999999999,3.4,9.9,5.2
3,2.0,0.46499999999999997,3.7,9.4,4.3,0.3,0.41500000000000004,2.7,9.1,3.2
0,1.0,0.465,3.3,10.8,4.4,2.0,0.718,6.2,17.3,8.2
3,1.1,0.43100000000000005,3.0,9.9,4.8,1.5,0.40700000000000003,3.9,7.7,3.6
3,1.8,0.549,5.0,13.8,5.9,2.7,0.5930000000000001,5.8,16.0,6.2
3,1.7,0.5619999999999999,5.1,14.4,6.4,1.7,0.5780000000000001,5.6,15.0,4.7
1,1.0,0.554,4.1,12.1,6.9,0.7,0.40599999999999997,4.1,9.9,3.1
1,1.3,0.5050000000000001,4.0,12.2,6.2,1.1,0.45499999999999996,4.5,11.5,5.9
3,0.9,0.438,3.9,11.3,5.4,0.8,0.403,2.5,7.0,3.2
0,1.4,0.45999999999999996,4.8,15.2,5.8,1.2,0.602,4.3,13.4,5.7
0,0.9,0.461,3.0,10.6,4.1,0.8,0.429,2.9,7.8,3.7
3,1.6,0.515,5.2,15.3,4.9,0.5,0.4050000000000001,2.9,9.3,4.4
3,2.6,0.585,6.2,16.6,6.5,0.5,0.461,2.7,9.7,4.7
0,1.0,0.506,2.9,11.5,5.1,1.2,0.442,4.1,11.8,5.6
0,1.8,0.44499999999999995,3.4,9.1,4.3,2.1,0.725,6.2,17.9,8.6
0,1.1,0.457,3.6,11.9,5.4,1.0,0.44800000000000006,3.4,9.9,3.6
3,2.5,0.619,7.8,17.0,6.9,1.1,0.492,4.0,11.1,6.0
1,1.8,0.593,7.8,21.5,8.8,1.6,0.406,3.5,7.2,4.1
3,1.3,0.45,3.7,10.4,4.8,1.0,0.483,3.4,10.3,5.9
3,1.6,0.55,4.8,13.3,5.1,0.7,0.441,2.3,6.1,3.6
1,1.7,0.527,3.9,13.2,5.7,1.2,0.453,4.5,11.2,5.4
0,1.3,0.47700000000000004,3.9,13.2,5.5,1.8,0.49000000000000005,3.9,9.8,4.5
3,0.9,0.442,3.3,12.2,3.6,0.7,0.40800000000000003,3.0,7.6,2.7
1,1.3,0.46299999999999997,3.9,11.4,5.3,0.5,0.382,4.1,9.5,2.8
0,1.3,0.397,3.9,13.2,4.5,2.5,0.609,5.7,16.1,6.5
0,2.9,0.72,8.2,19.4,8.2,2.0,0.501,4.7,12.4,4.9
1,1.0,0.461,3.5,12.6,5.9,0.8,0.45,2.4,6.6,3.6
0,2.4,0.6319999999999999,7.1,20.0,7.2,2.2,0.6970000000000001,6.3,18.2,8.6
3,2.8,0.594,6.5,17.0,6.5,1.2,0.43899999999999995,4.1,10.9,5.4
1,1.2,0.426,3.5,10.4,4.6,0.8,0.44499999999999995,3.0,8.5,3.8
1,1.2,0.563,4.0,13.2,7.5,1.0,0.48599999999999993,3.8,10.2,5.9
0,1.0,0.44099999999999995,3.5,10.1,4.8,1.6,0.5599999999999999,5.1,14.6,4.1
0,1.6,0.502,5.2,16.0,5.9,1.8,0.5159999999999999,4.4,12.2,4.9
1,1.4,0.4579999999999999,4.2,13.7,5.1,2.0,0.621,5.1,13.6,5.7
3,1.0,0.5349999999999999,3.0,12.0,5.7,0.2,0.4640000000000001,2.5,8.9,5.0
3,1.4,0.393,4.2,13.7,4.5,0.4,0.421,2.8,9.8,3.1
0,1.5,0.562,4.8,13.2,5.0,0.5,0.40700000000000003,3.1,9.8,4.8
3,0.9,0.438,3.5,10.4,5.0,1.8,0.5,4.3,10.6,4.8
3,1.1,0.41800000000000004,3.5,11.8,3.2,1.0,0.655,4.2,13.8,5.3
0,1.6,0.5279999999999999,4.1,13.4,6.3,1.0,0.45,3.4,9.6,3.1
0,1.0,0.454,3.3,10.6,4.2,2.0,0.607,4.7,12.8,5.4
1,1.4,0.465,3.9,13.5,5.0,0.8,0.437,3.3,8.4,2.8
0,1.2,0.533,4.5,11.8,6.4,1.5,0.546,4.9,14.1,4.7
0,1.4,0.546,4.1,12.8,6.8,1.3,0.35900000000000004,4.0,10.5,3.8
0,1.8,0.595,8.2,21.3,9.3,1.9,0.603,4.9,13.1,6.0
3,2.7,0.624,7.8,17.8,6.8,0.5,0.39,3.7,9.4,2.9
1,1.7,0.506,5.5,16.3,5.6,1.4,0.442,4.3,12.1,5.4
1,1.4,0.43900000000000006,3.0,8.9,4.4,2.2,0.611,5.3,15.7,5.7
1,0.9,0.45299999999999996,3.3,10.4,4.3,1.1,0.45899999999999996,3.7,9.8,3.2
3,3.2,0.729,8.2,18.7,8.2,0.7,0.4109999999999999,2.2,6.0,3.1
3,2.8,0.612,7.0,15.7,6.5,1.7,0.382,3.6,7.6,4.1
1,1.5,0.53,4.3,14.2,6.0,1.4,0.441,4.2,11.7,5.0
3,1.3,0.44800000000000006,2.7,9.2,4.6,1.1,0.35100000000000003,3.8,10.0,3.8
3,1.0,0.506,4.6,11.5,6.2,1.1,0.44400000000000006,4.3,11.2,5.9
1,1.2,0.44800000000000006,3.5,11.9,6.3,1.9,0.616,5.0,15.4,5.9
1,2.7,0.587,6.4,16.7,6.2,0.4,0.381,3.9,9.6,2.4
3,2.5,0.621,6.9,18.8,6.8,0.2,0.45199999999999996,2.8,9.1,4.5
0,1.2,0.429,3.7,10.4,4.3,1.7,0.5399999999999999,5.2,13.8,4.0
3,1.6,0.5860000000000001,4.6,14.0,5.7,1.0,0.632,4.3,12.8,4.8
0,1.3,0.45699999999999996,3.8,11.3,4.9,2.4,0.7070000000000001,6.4,18.7,8.5
0,0.9,0.44300000000000006,3.3,12.5,3.1,0.6,0.398,3.2,10.0,4.6
3,1.5,0.43200000000000005,4.4,13.6,4.8,1.5,0.559,4.3,13.0,5.4
3,1.7,0.398,4.3,12.8,4.7,1.5,0.488,3.9,9.9,4.5
3,3.2,0.605,7.3,15.0,6.2,1.1,0.45299999999999996,3.2,9.3,3.5
0,0.8,0.531,2.6,11.0,5.4,0.9,0.47000000000000003,3.3,8.9,4.0
1,1.1,0.45099999999999996,2.3,8.9,4.3,1.1,0.48599999999999993,4.1,10.7,5.9
3,1.6,0.5589999999999999,7.3,20.4,8.0,1.5,0.6279999999999999,4.8,14.3,5.7
0,1.1,0.5650000000000001,3.9,12.9,7.3,1.8,0.40499999999999997,3.5,8.2,4.0
3,1.2,0.43099999999999994,3.1,11.6,6.2,1.9,0.648,5.4,14.7,6.5
1,3.0,0.731,7.6,17.8,8.2,0.8,0.40499999999999997,3.3,8.4,2.4
3,1.6,0.51,4.8,14.0,5.4,1.1,0.378,3.7,10.1,3.9
3,1.7,0.503,5.5,16.7,6.8,0.6,0.417,2.2,6.4,3.4
1,0.9,0.43600000000000005,3.4,10.3,4.8,0.4,0.43500000000000005,2.8,10.0,3.5
0,1.0,0.43899999999999995,3.5,9.4,3.7,1.3,0.45600000000000007,3.8,11.7,5.3
0,1.1,0.42800000000000005,3.7,9.7,4.4,1.0,0.49000000000000005,4.3,10.4,5.7
3,2.1,0.613,6.5,17.9,6.2,1.1,0.386,3.8,10.5,3.8
3,1.4,0.549,4.7,13.7,7.3,1.0,0.625,4.4,13.1,4.9
1,1.3,0.471,4.0,11.6,4.9,1.3,0.558,4.6,13.8,5.7
3,2.9,0.753,6.6,16.3,7.7,0.5,0.41800000000000004,2.7,9.5,3.4
1,1.6,0.583,7.0,20.2,8.2,0.5,0.386,2.6,7.2,1.7
3,1.4,0.465,3.8,11.2,4.9,0.9,0.46799999999999997,3.6,9.6,4.5
0,1.2,0.465,4.5,11.7,4.8,0.6,0.374,3.7,9.0,2.0
0,0.9,0.503,4.6,11.7,5.9,2.1,0.698,5.6,17.7,9.2
3,1.2,0.43,3.5,12.5,3.1,1.4,0.534,4.9,13.2,3.9
3,2.4,0.602,6.3,16.8,5.6,1.5,0.47700000000000004,3.7,10.0,4.0
3,1.6,0.581,4.5,13.8,5.9,0.1,0.45499999999999996,2.9,9.1,4.4
0,0.7,0.5399999999999999,2.7,12.2,6.0,1.1,0.6100000000000001,4.5,11.8,4.6
0,0.9,0.43600000000000005,3.6,10.3,4.9,1.3,0.44899999999999995,4.1,11.4,5.8
3,3.1,0.5890000000000001,7.0,17.5,6.4,0.5,0.4210000000000001,2.4,9.0,3.5
3,1.7,0.403,4.4,12.5,4.7,0.6,0.409,3.2,10.1,4.1
0,1.2,0.48200000000000004,5.6,14.9,6.9,1.4,0.454,4.3,11.6,5.5
0,2.9,0.594,7.2,14.8,5.7,2.2,0.6779999999999999,5.4,15.6,8.5
3,1.6,0.5559999999999999,4.5,12.2,4.9,1.5,0.48100000000000004,3.6,10.2,3.7
1,2.0,0.57,4.0,11.0,3.0,1.1,0.46399999999999997,3.8,9.7,4.9
3,1.6,0.513,5.2,14.8,5.4,0.5,0.43500000000000005,2.3,8.8,3.6
0,0.6,0.519,2.1,11.0,5.4,1.7,0.529,4.5,12.0,3.7
0,1.3,0.473,3.8,11.0,5.2,1.5,0.46699999999999997,4.5,12.1,5.6
3,1.6,0.51,4.9,15.4,6.8,0.4,0.399,2.4,9.1,4.4
3,1.7,0.578,7.3,20.1,7.4,1.0,0.583,4.2,11.7,4.3
3,2.2,0.605,6.7,17.7,5.9,0.8,0.40700000000000003,3.3,10.2,3.3
3,3.1,0.7510000000000001,7.5,18.1,8.3,0.5,0.362,2.5,6.7,1.9
3,1.3,0.477,3.0,9.7,4.3,1.1,0.48600000000000004,4.4,11.1,5.6
3,1.4,0.542,4.6,13.2,7.0,0.0,0.57,3.0,11.0,9.0
3,1.7,0.413,4.4,12.8,4.5,1.3,0.575,4.3,12.8,5.6
0,1.0,0.454,3.7,10.6,5.0,0.4,0.449,3.4,8.8,4.2
3,1.7,0.506,5.3,15.2,5.9,1.3,0.471,4.2,11.4,5.1
3,1.5,0.507,6.2,15.8,6.6,1.1,0.469,3.4,10.7,3.8
0,1.4,0.42200000000000004,3.5,12.3,3.4,1.7,0.5680000000000001,4.2,11.6,3.4
3,2.9,0.608,7.1,17.5,6.6,0.5,0.41,2.2,8.4,3.5
0,1.6,0.5589999999999999,4.7,13.0,4.4,1.9,0.623,5.1,14.1,6.3
1,1.6,0.513,4.7,15.3,7.0,1.2,0.46099999999999997,4.0,10.2,4.7
1,1.1,0.475,4.2,14.3,6.8,0.8,0.398,4.0,10.6,4.0
0,0.8,0.497,4.4,12.3,6.0,1.6,0.48999999999999994,4.0,10.3,3.9
1,0.6,0.52,2.1,11.2,5.6,0.4,0.4,2.5,9.1,4.6
3,3.0,0.597,7.6,15.1,5.4,1.3,0.39,3.0,7.6,3.3
1,1.5,0.42999999999999994,3.0,11.0,4.0,2.3,0.6739999999999999,5.6,15.9,8.6
3,3.0,0.599,6.9,17.1,6.5,1.5,0.39499999999999996,3.0,7.3,3.5
0,1.5,0.40499999999999997,4.4,11.7,4.8,1.4,0.6439999999999999,4.5,14.5,5.6
0,1.3,0.44800000000000006,3.5,12.8,3.3,1.8,0.6479999999999999,5.1,14.4,6.6
1,0.8,0.49799999999999994,4.5,12.4,5.8,0.9,0.476,3.6,10.6,3.8
3,3.0,0.752,7.6,18.7,7.8,0.8,0.379,3.6,9.5,3.5
0,1.2,0.47300000000000003,3.7,11.1,5.0,0.5,0.5449999999999999,4.5,13.0,6.5
3,1.7,0.4840000000000001,5.2,14.3,5.7,1.9,0.6300000000000001,5.1,13.5,6.4
0,0.9,0.45499999999999996,3.3,9.7,4.8,1.3,0.5720000000000001,4.4,12.3,5.4
0,1.2,0.45499999999999996,4.2,14.6,6.3,1.2,0.59,4.9,12.0,4.6
